dropped_contig	size	source
HG03516#1#h1tg000375l	40301	Human gammaherpesvirus 4
HG03516#1#h1tg000378l	47152	Human gammaherpesvirus 4
HG03516#1#h1tg000379l	32521	Human gammaherpesvirus 4
HG03516#1#h1tg000380l	30257	Human gammaherpesvirus 4
HG03516#1#h1tg000384l	46951	Human gammaherpesvirus 4
HG03516#1#h1tg000385l	33685	Human gammaherpesvirus 4
HG03516#1#h1tg000389l	38978	Human gammaherpesvirus 4
HG03516#1#h1tg000390l	33503	Human gammaherpesvirus 4
HG03516#1#h1tg000391l	42694	Human gammaherpesvirus 4
HG03516#1#h1tg000393l	31166	Human gammaherpesvirus 4
HG03516#1#h1tg000397l	33684	Human gammaherpesvirus 4
HG03516#1#h1tg000400l	33391	Human gammaherpesvirus 4
HG03516#1#h1tg000403l	48645	Human gammaherpesvirus 4
HG03516#1#h1tg000406l	49169	Human gammaherpesvirus 4
HG03516#1#h1tg000407l	49419	Human gammaherpesvirus 4
HG03516#1#h1tg000414l	43448	Human gammaherpesvirus 4
HG03516#1#h1tg000415l	70083	Human gammaherpesvirus 4
HG03516#1#h1tg000419l	32885	Human gammaherpesvirus 4
HG03516#1#h1tg000420l	31540	Human gammaherpesvirus 4
HG03516#1#h1tg000426l	47830	Human gammaherpesvirus 4
HG03516#1#h1tg000427l	27000	Human gammaherpesvirus 4
HG03516#1#h1tg000432l	28883	Human gammaherpesvirus 4
HG03516#1#h1tg000436l	32034	Human gammaherpesvirus 4
HG03516#1#h1tg000287l	27557	Human gammaherpesvirus 4
HG03540#2#h2tg000193l	53584	Human gammaherpesvirus 4
HG03540#2#h2tg000279l	65098	Human gammaherpesvirus 4
HG03540#2#h2tg000300l	57227	Human gammaherpesvirus 4
HG03540#2#h2tg000335l	39722	Human gammaherpesvirus 4
HG03540#2#h2tg000344l	58344	Human gammaherpesvirus 4
HG03540#2#h2tg000384l	44919	Human gammaherpesvirus 4
HG03540#2#h2tg000391l	67046	Human gammaherpesvirus 4
HG03540#2#h2tg000424l	53995	Human gammaherpesvirus 4
HG03540#1#h1tg000197l	53584	Human gammaherpesvirus 4
HG03540#1#h1tg000212l	35399	Human gammaherpesvirus 4
HG03540#1#h1tg000267l	39340	Human gammaherpesvirus 4
HG03540#1#h1tg000271l	38624	Human gammaherpesvirus 4
HG03540#1#h1tg000272l	65098	Human gammaherpesvirus 4
HG03540#1#h1tg000283l	44878	Human gammaherpesvirus 4
HG03540#1#h1tg000307l	57227	Human gammaherpesvirus 4
HG03540#1#h1tg000331l	47639	Human gammaherpesvirus 4
HG03540#1#h1tg000350l	64683	Human gammaherpesvirus 4
HG03540#1#h1tg000354l	44779	Human gammaherpesvirus 4
HG03540#1#h1tg000355l	39722	Human gammaherpesvirus 4
HG03540#1#h1tg000359l	32206	Human gammaherpesvirus 4
HG03540#1#h1tg000367l	58344	Human gammaherpesvirus 4
HG03540#1#h1tg000368l	59123	Human gammaherpesvirus 4
HG03540#1#h1tg000370l	38739	Human gammaherpesvirus 4
HG03540#1#h1tg000379l	43910	Human gammaherpesvirus 4
HG03540#1#h1tg000398l	55737	Human gammaherpesvirus 4
HG03540#1#h1tg000400l	36194	Human gammaherpesvirus 4
HG03540#1#h1tg000407l	34914	Human gammaherpesvirus 4
HG03540#1#h1tg000409l	32688	Human gammaherpesvirus 4
HG03540#1#h1tg000412l	44919	Human gammaherpesvirus 4
HG03540#1#h1tg000415l	33845	Human gammaherpesvirus 4
HG03540#1#h1tg000420l	37424	Human gammaherpesvirus 4
HG03540#1#h1tg000429l	49130	Human gammaherpesvirus 4
HG03540#1#h1tg000431l	39601	Human gammaherpesvirus 4
HG03540#1#h1tg000432l	46113	Human gammaherpesvirus 4
HG03540#1#h1tg000436l	32630	Human gammaherpesvirus 4
HG03540#1#h1tg000439l	67046	Human gammaherpesvirus 4
HG03540#1#h1tg000440l	29833	Human gammaherpesvirus 4
HG03540#1#h1tg000448l	48307	Human gammaherpesvirus 4
HG03540#1#h1tg000451l	44390	Human gammaherpesvirus 4
HG03540#1#h1tg000453l	30862	Human gammaherpesvirus 4
HG03540#1#h1tg000462l	38459	Human gammaherpesvirus 4
HG03540#1#h1tg000463l	56879	Human gammaherpesvirus 4
HG03540#1#h1tg000469l	48681	Human gammaherpesvirus 4
HG03540#1#h1tg000470l	44269	Human gammaherpesvirus 4
HG03540#1#h1tg000472l	32165	Human gammaherpesvirus 4
HG03540#1#h1tg000476l	33549	Human gammaherpesvirus 4
HG03540#1#h1tg000477l	54013	Human gammaherpesvirus 4
HG03540#1#h1tg000482l	33199	Human gammaherpesvirus 4
HG03540#1#h1tg000484l	58881	Human gammaherpesvirus 4
HG03540#1#h1tg000488l	43771	Human gammaherpesvirus 4
HG03540#1#h1tg000491l	32992	Human gammaherpesvirus 4
HG03540#1#h1tg000492l	53995	Human gammaherpesvirus 4
HG03540#1#h1tg000498l	31042	Human gammaherpesvirus 4
HG03540#1#h1tg000501l	45174	Human gammaherpesvirus 4
HG03540#1#h1tg000502l	46291	Human gammaherpesvirus 4
HG03540#1#h1tg000504l	44902	Human gammaherpesvirus 4
HG03540#1#h1tg000509l	35752	Human gammaherpesvirus 4
HG03540#1#h1tg000521l	40583	Human gammaherpesvirus 4
HG03540#1#h1tg000523l	28668	Human gammaherpesvirus 4
HG03540#1#h1tg000524l	55370	Human gammaherpesvirus 4
HG03540#1#h1tg000526l	36098	Human gammaherpesvirus 4
HG03540#1#h1tg000529l	45828	Human gammaherpesvirus 4
HG03540#1#h1tg000538l	48851	Human gammaherpesvirus 4
HG03540#1#h1tg000545l	56430	Human gammaherpesvirus 4
HG03540#1#h1tg000559l	34577	Human gammaherpesvirus 4
HG03579#2#h2tg000249l	72865	Human gammaherpesvirus 4
HG03579#2#h2tg000286l	49007	Human gammaherpesvirus 4
HG03579#2#h2tg000301l	35054	Human gammaherpesvirus 4
HG03579#2#h2tg000323l	40742	Human gammaherpesvirus 4
HG03579#2#h2tg000380l	52394	Human gammaherpesvirus 4
HG03579#2#h2tg000393l	42328	Human gammaherpesvirus 4
HG03579#2#h2tg000411l	43440	Human gammaherpesvirus 4
HG03579#2#h2tg000415l	37921	Human gammaherpesvirus 4
HG03579#2#h2tg000427l	61362	Human gammaherpesvirus 4
HG03579#1#h1tg000196l	45215	Human gammaherpesvirus 4
HG03579#1#h1tg000235l	72865	Human gammaherpesvirus 4
HG03579#1#h1tg000271l	35730	Human gammaherpesvirus 4
HG03579#1#h1tg000280l	49007	Human gammaherpesvirus 4
HG03579#1#h1tg000286l	39671	Human gammaherpesvirus 4
HG03579#1#h1tg000298l	35054	Human gammaherpesvirus 4
HG03579#1#h1tg000301l	35561	Human gammaherpesvirus 4
HG03579#1#h1tg000306l	30536	Human gammaherpesvirus 4
HG03579#1#h1tg000308l	45280	Human gammaherpesvirus 4
HG03579#1#h1tg000334l	40742	Human gammaherpesvirus 4
HG03579#1#h1tg000336l	48330	Human gammaherpesvirus 4
HG03579#1#h1tg000339l	20524	Human gammaherpesvirus 4
HG03579#1#h1tg000343l	22664	Human gammaherpesvirus 4
HG03579#1#h1tg000354l	45646	Human gammaherpesvirus 4
HG03579#1#h1tg000364l	32463	Human gammaherpesvirus 4
HG03579#1#h1tg000369l	30300	Human gammaherpesvirus 4
HG03579#1#h1tg000372l	28901	Human gammaherpesvirus 4
HG03579#1#h1tg000387l	39006	Human gammaherpesvirus 4
HG03579#1#h1tg000393l	49832	Human gammaherpesvirus 4
HG03579#1#h1tg000394l	28216	Human gammaherpesvirus 4
HG03579#1#h1tg000409l	53945	Human gammaherpesvirus 4
HG03579#1#h1tg000417l	28698	Human gammaherpesvirus 4
HG03579#1#h1tg000422l	52394	Human gammaherpesvirus 4
HG03579#1#h1tg000426l	32779	Human gammaherpesvirus 4
HG03579#1#h1tg000429l	41927	Human gammaherpesvirus 4
HG03579#1#h1tg000433l	38225	Human gammaherpesvirus 4
HG03579#1#h1tg000435l	45247	Human gammaherpesvirus 4
HG03579#1#h1tg000438l	42328	Human gammaherpesvirus 4
HG03579#1#h1tg000440l	46928	Human gammaherpesvirus 4
HG03579#1#h1tg000441l	53208	Human gammaherpesvirus 4
HG03579#1#h1tg000448l	23270	Human gammaherpesvirus 4
HG03579#1#h1tg000451l	43209	Human gammaherpesvirus 4
HG03579#1#h1tg000453l	43440	Human gammaherpesvirus 4
HG03579#1#h1tg000454l	29532	Human gammaherpesvirus 4
HG03579#1#h1tg000456l	43970	Human gammaherpesvirus 4
HG03579#1#h1tg000458l	37921	Human gammaherpesvirus 4
HG03579#1#h1tg000459l	39571	Human gammaherpesvirus 4
HG03579#1#h1tg000465l	45993	Human gammaherpesvirus 4
HG03579#1#h1tg000469l	44506	Human gammaherpesvirus 4
HG03579#1#h1tg000472l	47940	Human gammaherpesvirus 4
HG03579#1#h1tg000474l	32021	Human gammaherpesvirus 4
HG03579#1#h1tg000477l	49049	Human gammaherpesvirus 4
HG03579#1#h1tg000479l	61362	Human gammaherpesvirus 4
HG03579#1#h1tg000496l	34771	Human gammaherpesvirus 4
HG03579#1#h1tg000501l	40705	Human gammaherpesvirus 4
HG03579#1#h1tg000516l	35625	Human gammaherpesvirus 4
HG03579#1#h1tg000517l	29636	Human gammaherpesvirus 4
HG03579#1#h1tg000519l	27893	Human gammaherpesvirus 4
HG03579#1#h1tg000521l	41294	Human gammaherpesvirus 4
HG03579#1#h1tg000533l	51782	Human gammaherpesvirus 4
HG03579#1#h1tg000535l	35556	Human gammaherpesvirus 4
HG03579#1#h1tg000537l	44031	Human gammaherpesvirus 4
HG03579#1#h1tg000539l	28977	Human gammaherpesvirus 4
HG03579#1#h1tg000540l	36327	Human gammaherpesvirus 4
HG03579#1#h1tg000543l	29770	Human gammaherpesvirus 4
HG03579#1#h1tg000547l	38945	Human gammaherpesvirus 4
NA18906#2#h2tg000182l	63032	Human gammaherpesvirus 4
NA18906#2#h2tg000193l	39515	Human gammaherpesvirus 4
NA18906#2#h2tg000273l	48629	Human gammaherpesvirus 4
NA18906#1#h1tg000134l	50366	Human gammaherpesvirus 4
NA18906#1#h1tg000152l	43512	Human gammaherpesvirus 4
NA18906#1#h1tg000153l	67038	Human gammaherpesvirus 4
NA18906#1#h1tg000159l	48709	Human gammaherpesvirus 4
NA18906#1#h1tg000187l	31478	Human gammaherpesvirus 4
NA18906#1#h1tg000194l	57018	Human gammaherpesvirus 4
NA18906#1#h1tg000195l	63032	Human gammaherpesvirus 4
NA18906#1#h1tg000198l	45607	Human gammaherpesvirus 4
NA18906#1#h1tg000200l	43912	Human gammaherpesvirus 4
NA18906#1#h1tg000201l	45610	Human gammaherpesvirus 4
NA18906#1#h1tg000204l	44110	Human gammaherpesvirus 4
NA18906#1#h1tg000207l	39515	Human gammaherpesvirus 4
NA18906#1#h1tg000211l	45748	Human gammaherpesvirus 4
NA18906#1#h1tg000217l	58900	Human gammaherpesvirus 4
NA18906#1#h1tg000218l	57491	Human gammaherpesvirus 4
NA18906#1#h1tg000224l	30340	Human gammaherpesvirus 4
NA18906#1#h1tg000227l	27164	Human gammaherpesvirus 4
NA18906#1#h1tg000230l	41586	Human gammaherpesvirus 4
NA18906#1#h1tg000238l	38514	Human gammaherpesvirus 4
NA18906#1#h1tg000242l	44874	Human gammaherpesvirus 4
NA18906#1#h1tg000243l	63455	Human gammaherpesvirus 4
NA18906#1#h1tg000244l	31491	Human gammaherpesvirus 4
NA18906#1#h1tg000249l	27633	Human gammaherpesvirus 4
NA18906#1#h1tg000254l	84757	Human gammaherpesvirus 4
NA18906#1#h1tg000257l	48158	Human gammaherpesvirus 4
NA18906#1#h1tg000259l	35280	Human gammaherpesvirus 4
NA18906#1#h1tg000265l	58589	Human gammaherpesvirus 4
NA18906#1#h1tg000267l	63053	Human gammaherpesvirus 4
NA18906#1#h1tg000273l	42495	Human gammaherpesvirus 4
NA18906#1#h1tg000281l	40681	Human gammaherpesvirus 4
NA18906#1#h1tg000283l	35188	Human gammaherpesvirus 4
NA18906#1#h1tg000286l	50237	Human gammaherpesvirus 4
NA18906#1#h1tg000290l	40504	Human gammaherpesvirus 4
NA18906#1#h1tg000293l	40789	Human gammaherpesvirus 4
NA18906#1#h1tg000296l	30145	Human gammaherpesvirus 4
NA18906#1#h1tg000297l	60016	Human gammaherpesvirus 4
NA18906#1#h1tg000309l	44192	Human gammaherpesvirus 4
NA18906#1#h1tg000311l	32282	Human gammaherpesvirus 4
NA18906#1#h1tg000312l	26675	Human gammaherpesvirus 4
NA18906#1#h1tg000315l	40947	Human gammaherpesvirus 4
NA18906#1#h1tg000325l	35172	Human gammaherpesvirus 4
NA18906#1#h1tg000331l	45746	Human gammaherpesvirus 4
NA18906#1#h1tg000333l	35507	Human gammaherpesvirus 4
NA18906#1#h1tg000335l	44710	Human gammaherpesvirus 4
NA18906#1#h1tg000343l	61775	Human gammaherpesvirus 4
NA18906#1#h1tg000345l	37117	Human gammaherpesvirus 4
NA18906#1#h1tg000347l	41084	Human gammaherpesvirus 4
NA18906#1#h1tg000348l	48558	Human gammaherpesvirus 4
NA19240#2#h2tg000129l	34264	Human gammaherpesvirus 4
NA19240#2#h2tg000235l	57841	Human gammaherpesvirus 4
NA19240#2#h2tg000255l	35717	Human gammaherpesvirus 4
NA19240#2#h2tg000275l	70106	Human gammaherpesvirus 4
NA19240#2#h2tg000279l	65624	Human gammaherpesvirus 4
NA19240#2#h2tg000285l	78537	Human gammaherpesvirus 4
NA19240#2#h2tg000288l	39500	Human gammaherpesvirus 4
NA19240#2#h2tg000299l	38556	Human gammaherpesvirus 4
NA19240#2#h2tg000302l	48140	Human gammaherpesvirus 4
NA19240#2#h2tg000304l	43339	Human gammaherpesvirus 4
NA19240#2#h2tg000307l	34818	Human gammaherpesvirus 4
NA19240#2#h2tg000319l	43044	Human gammaherpesvirus 4
NA19240#2#h2tg000322l	52159	Human gammaherpesvirus 4
NA19240#2#h2tg000325l	38782	Human gammaherpesvirus 4
NA19240#2#h2tg000330l	64738	Human gammaherpesvirus 4
NA19240#2#h2tg000331l	35277	Human gammaherpesvirus 4
NA19240#2#h2tg000334l	52865	Human gammaherpesvirus 4
NA19240#2#h2tg000335l	40227	Human gammaherpesvirus 4
NA19240#2#h2tg000338l	67930	Human gammaherpesvirus 4
NA19240#2#h2tg000344l	89718	Human gammaherpesvirus 4
NA19240#2#h2tg000361l	57641	Human gammaherpesvirus 4
NA19240#2#h2tg000366l	45705	Human gammaherpesvirus 4
NA19240#2#h2tg000374l	47872	Human gammaherpesvirus 4
NA19240#2#h2tg000393l	57234	Human gammaherpesvirus 4
NA19240#2#h2tg000394l	36291	Human gammaherpesvirus 4
NA19240#2#h2tg000396l	38556	Human gammaherpesvirus 4
NA19240#2#h2tg000400l	58032	Human gammaherpesvirus 4
NA19240#2#h2tg000403l	32813	Human gammaherpesvirus 4
NA19240#2#h2tg000407l	57838	Human gammaherpesvirus 4
NA19240#2#h2tg000408l	53613	Human gammaherpesvirus 4
NA19240#2#h2tg000427l	29194	Human gammaherpesvirus 4
NA19240#2#h2tg000442l	44483	Human gammaherpesvirus 4
NA19240#2#h2tg000445l	55364	Human gammaherpesvirus 4
NA19240#2#h2tg000455l	55051	Human gammaherpesvirus 4
NA19240#2#h2tg000463l	40053	Human gammaherpesvirus 4
NA19240#1#h1tg000146l	34264	Human gammaherpesvirus 4
NA19240#1#h1tg000204l	29593	Human gammaherpesvirus 4
NA19240#1#h1tg000230l	33658	Human gammaherpesvirus 4
NA19240#1#h1tg000237l	28461	Human gammaherpesvirus 4
NA19240#1#h1tg000241l	31309	Human gammaherpesvirus 4
NA19240#1#h1tg000247l	38012	Human gammaherpesvirus 4
NA19240#1#h1tg000267l	57841	Human gammaherpesvirus 4
NA19240#1#h1tg000276l	34782	Human gammaherpesvirus 4
NA19240#1#h1tg000288l	67751	Human gammaherpesvirus 4
NA19240#1#h1tg000291l	40598	Human gammaherpesvirus 4
NA19240#1#h1tg000292l	38489	Human gammaherpesvirus 4
NA19240#1#h1tg000297l	33277	Human gammaherpesvirus 4
NA19240#1#h1tg000300l	35717	Human gammaherpesvirus 4
NA19240#1#h1tg000311l	34554	Human gammaherpesvirus 4
NA19240#1#h1tg000317l	70106	Human gammaherpesvirus 4
NA19240#1#h1tg000318l	65624	Human gammaherpesvirus 4
NA19240#1#h1tg000319l	25410	Human gammaherpesvirus 4
NA19240#1#h1tg000324l	78537	Human gammaherpesvirus 4
NA19240#1#h1tg000330l	39500	Human gammaherpesvirus 4
NA19240#1#h1tg000332l	39223	Human gammaherpesvirus 4
NA19240#1#h1tg000333l	38025	Human gammaherpesvirus 4
NA19240#1#h1tg000337l	28942	Human gammaherpesvirus 4
NA19240#1#h1tg000338l	29051	Human gammaherpesvirus 4
NA19240#1#h1tg000341l	38556	Human gammaherpesvirus 4
NA19240#1#h1tg000343l	54520	Human gammaherpesvirus 4
NA19240#1#h1tg000345l	29207	Human gammaherpesvirus 4
NA19240#1#h1tg000347l	48140	Human gammaherpesvirus 4
NA19240#1#h1tg000348l	23899	Human gammaherpesvirus 4
NA19240#1#h1tg000349l	43339	Human gammaherpesvirus 4
NA19240#1#h1tg000350l	34818	Human gammaherpesvirus 4
NA19240#1#h1tg000359l	43044	Human gammaherpesvirus 4
NA19240#1#h1tg000362l	52159	Human gammaherpesvirus 4
NA19240#1#h1tg000363l	36373	Human gammaherpesvirus 4
NA19240#1#h1tg000366l	43771	Human gammaherpesvirus 4
NA19240#1#h1tg000367l	44470	Human gammaherpesvirus 4
NA19240#1#h1tg000369l	38782	Human gammaherpesvirus 4
NA19240#1#h1tg000372l	31421	Human gammaherpesvirus 4
NA19240#1#h1tg000377l	64738	Human gammaherpesvirus 4
NA19240#1#h1tg000378l	35277	Human gammaherpesvirus 4
NA19240#1#h1tg000381l	52865	Human gammaherpesvirus 4
NA19240#1#h1tg000382l	40227	Human gammaherpesvirus 4
NA19240#1#h1tg000383l	31443	Human gammaherpesvirus 4
NA19240#1#h1tg000386l	67930	Human gammaherpesvirus 4
NA19240#1#h1tg000390l	89718	Human gammaherpesvirus 4
NA19240#1#h1tg000395l	27147	Human gammaherpesvirus 4
NA19240#1#h1tg000397l	40148	Human gammaherpesvirus 4
NA19240#1#h1tg000398l	42723	Human gammaherpesvirus 4
NA19240#1#h1tg000400l	41054	Human gammaherpesvirus 4
NA19240#1#h1tg000402l	30401	Human gammaherpesvirus 4
NA19240#1#h1tg000406l	28442	Human gammaherpesvirus 4
NA19240#1#h1tg000408l	29418	Human gammaherpesvirus 4
NA19240#1#h1tg000410l	57641	Human gammaherpesvirus 4
NA19240#1#h1tg000412l	40652	Human gammaherpesvirus 4
NA19240#1#h1tg000416l	28919	Human gammaherpesvirus 4
NA19240#1#h1tg000417l	40450	Human gammaherpesvirus 4
NA19240#1#h1tg000418l	35456	Human gammaherpesvirus 4
NA19240#1#h1tg000423l	27551	Human gammaherpesvirus 4
NA19240#1#h1tg000424l	47872	Human gammaherpesvirus 4
NA19240#1#h1tg000425l	34701	Human gammaherpesvirus 4
NA19240#1#h1tg000432l	33685	Human gammaherpesvirus 4
NA19240#1#h1tg000433l	36895	Human gammaherpesvirus 4
NA19240#1#h1tg000437l	42498	Human gammaherpesvirus 4
NA19240#1#h1tg000440l	34946	Human gammaherpesvirus 4
NA19240#1#h1tg000443l	49525	Human gammaherpesvirus 4
NA19240#1#h1tg000445l	36028	Human gammaherpesvirus 4
NA19240#1#h1tg000450l	32188	Human gammaherpesvirus 4
NA19240#1#h1tg000451l	28227	Human gammaherpesvirus 4
NA19240#1#h1tg000456l	38904	Human gammaherpesvirus 4
NA19240#1#h1tg000457l	57234	Human gammaherpesvirus 4
NA19240#1#h1tg000458l	36291	Human gammaherpesvirus 4
NA19240#1#h1tg000459l	38556	Human gammaherpesvirus 4
NA19240#1#h1tg000460l	34878	Human gammaherpesvirus 4
NA19240#1#h1tg000462l	58032	Human gammaherpesvirus 4
NA19240#1#h1tg000468l	32813	Human gammaherpesvirus 4
NA19240#1#h1tg000469l	33902	Human gammaherpesvirus 4
NA19240#1#h1tg000472l	33211	Human gammaherpesvirus 4
NA19240#1#h1tg000473l	34848	Human gammaherpesvirus 4
NA19240#1#h1tg000476l	57838	Human gammaherpesvirus 4
NA19240#1#h1tg000477l	44535	Human gammaherpesvirus 4
NA19240#1#h1tg000478l	53613	Human gammaherpesvirus 4
NA19240#1#h1tg000479l	37585	Human gammaherpesvirus 4
NA19240#1#h1tg000480l	29629	Human gammaherpesvirus 4
NA19240#1#h1tg000481l	31581	Human gammaherpesvirus 4
NA19240#1#h1tg000486l	41076	Human gammaherpesvirus 4
NA19240#1#h1tg000487l	31786	Human gammaherpesvirus 4
NA19240#1#h1tg000489l	42017	Human gammaherpesvirus 4
NA19240#1#h1tg000490l	33465	Human gammaherpesvirus 4
NA19240#1#h1tg000491l	38006	Human gammaherpesvirus 4
NA19240#1#h1tg000492l	39486	Human gammaherpesvirus 4
NA19240#1#h1tg000497l	41848	Human gammaherpesvirus 4
NA19240#1#h1tg000500l	30885	Human gammaherpesvirus 4
NA19240#1#h1tg000501l	37042	Human gammaherpesvirus 4
NA19240#1#h1tg000508l	29307	Human gammaherpesvirus 4
NA19240#1#h1tg000509l	29194	Human gammaherpesvirus 4
NA19240#1#h1tg000510l	35950	Human gammaherpesvirus 4
NA19240#1#h1tg000512l	35284	Human gammaherpesvirus 4
NA19240#1#h1tg000513l	29217	Human gammaherpesvirus 4
NA19240#1#h1tg000514l	28647	Human gammaherpesvirus 4
NA19240#1#h1tg000515l	26077	Human gammaherpesvirus 4
NA19240#1#h1tg000519l	27345	Human gammaherpesvirus 4
NA19240#1#h1tg000521l	31462	Human gammaherpesvirus 4
NA19240#1#h1tg000523l	32175	Human gammaherpesvirus 4
NA19240#1#h1tg000525l	34646	Human gammaherpesvirus 4
NA19240#1#h1tg000527l	46658	Human gammaherpesvirus 4
NA19240#1#h1tg000530l	36846	Human gammaherpesvirus 4
NA19240#1#h1tg000532l	44483	Human gammaherpesvirus 4
NA19240#1#h1tg000533l	32725	Human gammaherpesvirus 4
NA19240#1#h1tg000536l	25767	Human gammaherpesvirus 4
NA19240#1#h1tg000537l	35191	Human gammaherpesvirus 4
NA19240#1#h1tg000538l	34068	Human gammaherpesvirus 4
NA19240#1#h1tg000541l	35764	Human gammaherpesvirus 4
NA19240#1#h1tg000542l	34659	Human gammaherpesvirus 4
NA19240#1#h1tg000543l	55364	Human gammaherpesvirus 4
NA19240#1#h1tg000544l	42133	Human gammaherpesvirus 4
NA19240#1#h1tg000545l	34513	Human gammaherpesvirus 4
NA19240#1#h1tg000550l	41379	Human gammaherpesvirus 4
NA19240#1#h1tg000551l	20668	Human gammaherpesvirus 4
NA19240#1#h1tg000552l	39720	Human gammaherpesvirus 4
NA19240#1#h1tg000556l	36539	Human gammaherpesvirus 4
NA19240#1#h1tg000557l	55051	Human gammaherpesvirus 4
NA19240#1#h1tg000558l	23474	Human gammaherpesvirus 4
NA19240#1#h1tg000559l	48568	Human gammaherpesvirus 4
NA19240#1#h1tg000562l	53604	Human gammaherpesvirus 4
NA19240#1#h1tg000564l	35303	Human gammaherpesvirus 4
NA19240#1#h1tg000565l	27647	Human gammaherpesvirus 4
NA19240#1#h1tg000566l	41265	Human gammaherpesvirus 4
NA19240#1#h1tg000568l	44649	Human gammaherpesvirus 4
NA19240#1#h1tg000569l	33212	Human gammaherpesvirus 4
NA19240#1#h1tg000571l	27538	Human gammaherpesvirus 4
NA19240#1#h1tg000572l	40053	Human gammaherpesvirus 4
NA19240#1#h1tg000573l	32125	Human gammaherpesvirus 4
NA19240#1#h1tg000578l	30610	Human gammaherpesvirus 4
NA19240#1#h1tg000584l	38569	Human gammaherpesvirus 4
NA20129#2#h2tg000334l	40206	Human gammaherpesvirus 4
NA20129#2#h2tg000385l	41842	Human gammaherpesvirus 4
NA20129#2#h2tg000411l	40697	Human gammaherpesvirus 4
NA20129#2#h2tg000454l	46077	Human gammaherpesvirus 4
NA20129#1#h1tg000324l	33666	Human gammaherpesvirus 4
NA20129#1#h1tg000333l	39473	Human gammaherpesvirus 4
NA20129#1#h1tg000335l	30823	Human gammaherpesvirus 4
NA20129#1#h1tg000341l	40206	Human gammaherpesvirus 4
NA20129#1#h1tg000361l	59980	Human gammaherpesvirus 4
NA20129#1#h1tg000373l	37110	Human gammaherpesvirus 4
NA20129#1#h1tg000385l	37836	Human gammaherpesvirus 4
NA20129#1#h1tg000395l	42800	Human gammaherpesvirus 4
NA20129#1#h1tg000399l	41842	Human gammaherpesvirus 4
NA20129#1#h1tg000416l	27022	Human gammaherpesvirus 4
NA20129#1#h1tg000417l	38930	Human gammaherpesvirus 4
NA20129#1#h1tg000420l	46881	Human gammaherpesvirus 4
NA20129#1#h1tg000421l	35368	Human gammaherpesvirus 4
NA20129#1#h1tg000431l	40697	Human gammaherpesvirus 4
NA20129#1#h1tg000446l	33765	Human gammaherpesvirus 4
NA20129#1#h1tg000450l	43440	Human gammaherpesvirus 4
NA20129#1#h1tg000451l	37902	Human gammaherpesvirus 4
NA20129#1#h1tg000452l	33573	Human gammaherpesvirus 4
NA20129#1#h1tg000455l	38957	Human gammaherpesvirus 4
NA20129#1#h1tg000457l	54979	Human gammaherpesvirus 4
NA20129#1#h1tg000463l	30205	Human gammaherpesvirus 4
NA20129#1#h1tg000471l	49507	Human gammaherpesvirus 4
NA20129#1#h1tg000473l	49453	Human gammaherpesvirus 4
NA20129#1#h1tg000474l	42060	Human gammaherpesvirus 4
NA20129#1#h1tg000475l	36956	Human gammaherpesvirus 4
NA20129#1#h1tg000477l	33300	Human gammaherpesvirus 4
NA20129#1#h1tg000478l	44300	Human gammaherpesvirus 4
NA20129#1#h1tg000481l	34317	Human gammaherpesvirus 4
NA20129#1#h1tg000483l	29047	Human gammaherpesvirus 4
NA20129#1#h1tg000487l	46077	Human gammaherpesvirus 4
NA21309#2#h2tg000289l	41989	Human gammaherpesvirus 4
NA21309#2#h2tg000387l	35995	Human gammaherpesvirus 4
NA21309#2#h2tg000407l	40068	Human gammaherpesvirus 4
NA21309#2#h2tg000500l	49355	Human gammaherpesvirus 4
NA21309#1#h1tg000283l	28233	Human gammaherpesvirus 4
NA21309#1#h1tg000304l	54296	Human gammaherpesvirus 4
NA21309#1#h1tg000317l	41989	Human gammaherpesvirus 4
NA21309#1#h1tg000379l	30715	Human gammaherpesvirus 4
NA21309#1#h1tg000394l	38857	Human gammaherpesvirus 4
NA21309#1#h1tg000414l	36674	Human gammaherpesvirus 4
NA21309#1#h1tg000424l	35995	Human gammaherpesvirus 4
NA21309#1#h1tg000432l	28937	Human gammaherpesvirus 4
NA21309#1#h1tg000446l	40068	Human gammaherpesvirus 4
NA21309#1#h1tg000484l	30398	Human gammaherpesvirus 4
NA21309#1#h1tg000498l	28066	Human gammaherpesvirus 4
NA21309#1#h1tg000499l	29976	Human gammaherpesvirus 4
NA21309#1#h1tg000522l	28019	Human gammaherpesvirus 4
NA21309#1#h1tg000527l	34470	Human gammaherpesvirus 4
NA21309#1#h1tg000530l	35226	Human gammaherpesvirus 4
NA21309#1#h1tg000536l	35804	Human gammaherpesvirus 4
NA21309#1#h1tg000557l	24948	Human gammaherpesvirus 4
NA21309#1#h1tg000558l	28656	Human gammaherpesvirus 4
NA21309#1#h1tg000564l	25163	Human gammaherpesvirus 4
NA21309#1#h1tg000568l	31249	Human gammaherpesvirus 4
NA21309#1#h1tg000572l	40939	Human gammaherpesvirus 4
NA21309#1#h1tg000576l	21829	Human gammaherpesvirus 4
NA21309#1#h1tg000578l	26708	Human gammaherpesvirus 4
NA21309#1#h1tg000584l	38921	Human gammaherpesvirus 4
NA21309#1#h1tg000588l	47106	Human gammaherpesvirus 4
NA21309#1#h1tg000590l	49355	Human gammaherpesvirus 4
